age,job,marital,education,default,balance,housing,loan,month,duration,campaign,previous,poutcome,y
59,9,1,1,0,259,0,0,6,415,1,1,2,1
55,1,1,0,0,4103,0,0,9,291,1,0,3,0
38,9,2,2,0,744,1,0,8,283,1,12,1,0
48,7,1,1,0,116,1,0,0,70,4,0,3,0
53,1,1,1,0,70,1,0,8,611,2,0,3,0
44,0,0,1,0,432,0,0,3,132,3,0,3,0
57,4,1,2,0,1172,0,0,6,26,1,0,3,0
29,1,2,1,0,9,1,0,8,262,3,0,3,0
31,7,1,1,0,428,1,0,8,272,1,0,3,0
35,9,2,2,0,7546,1,0,2,137,1,3,0,0
31,1,1,0,0,620,0,0,7,95,1,0,3,0
35,6,1,2,0,8647,0,0,9,140,2,0,3,0
40,4,2,1,0,192,1,0,8,71,11,0,3,0
39,1,1,1,0,0,1,0,8,502,1,2,0,0
43,9,2,2,0,27733,1,0,6,164,7,0,3,0
44,2,1,0,0,276,1,1,8,219,1,0,3,0
29,9,2,1,0,113,0,0,3,328,2,4,2,1
40,9,1,1,0,782,1,0,8,224,2,0,3,0
33,2,1,0,0,82,1,0,9,63,2,0,3,0
46,4,1,2,0,1008,0,0,1,24,13,0,3,0
27,11,2,2,0,6421,0,0,4,147,4,0,3,0
26,0,2,1,0,443,0,0,5,84,3,0,3,0
41,9,1,1,0,351,1,0,5,175,1,0,3,0
34,9,1,2,0,5060,1,0,1,12,21,0,3,0
39,9,2,2,0,-41,0,1,1,40,15,0,3,0
27,7,2,1,0,-124,0,0,5,217,1,0,3,0
31,1,1,1,0,79,1,1,5,235,11,0,3,0
44,10,2,1,0,3945,0,0,4,255,1,0,3,0
55,5,1,2,0,197,0,1,5,256,1,0,3,0
51,1,0,0,0,837,0,0,5,41,2,0,3,0
50,4,1,2,0,-94,0,1,6,75,1,0,3,0
30,7,1,1,0,1743,1,0,3,192,4,0,3,0
46,9,1,1,0,57,0,0,8,796,1,0,3,1
49,0,1,1,0,635,0,0,1,220,3,0,3,0
56,5,1,1,0,-113,1,1,1,614,2,0,3,0
47,0,0,1,0,225,0,0,1,1126,4,0,3,1
30,0,1,1,0,124,0,0,6,161,2,0,3,0
36,2,2,1,0,475,0,0,5,141,3,0,3,0
40,4,1,2,0,-7,0,1,5,697,1,0,3,0
37,9,2,1,1,375,0,0,6,223,2,0,3,0
42,0,0,1,0,936,0,0,4,931,1,0,3,1
45,9,1,1,0,1415,1,0,9,483,1,1,0,0
34,10,2,1,0,0,0,0,9,63,2,0,3,0
27,0,2,1,0,3638,0,0,5,271,5,0,3,0
30,1,1,1,0,-99,1,0,8,144,5,0,3,0
32,9,1,1,0,167,1,1,1,79,3,0,3,0
46,3,1,0,0,19,1,0,5,171,1,0,3,0
29,6,1,2,0,242,1,0,5,73,4,0,3,0
53,11,1,3,0,13,0,0,4,69,1,0,3,0
32,9,1,1,0,286,0,0,0,60,1,4,0,0
49,10,1,1,0,769,1,0,8,257,1,0,3,0
35,4,1,2,0,93,0,0,8,198,2,1,1,0
38,1,1,1,0,1663,1,0,0,217,3,1,0,0
39,2,1,0,0,238,1,1,9,134,1,0,3,0
34,9,2,1,0,2178,1,0,8,41,1,0,3,0
42,1,1,0,0,792,1,1,9,611,2,12,1,0
35,1,2,3,0,871,1,0,6,216,3,0,3,0
60,0,1,1,0,1025,0,0,1,388,8,0,3,0
57,9,0,1,0,63,1,0,8,242,1,0,3,0
31,1,2,1,0,16,0,0,5,387,1,0,3,0
29,4,2,1,0,417,0,0,10,90,1,0,3,0
41,7,1,1,0,3992,1,0,9,281,2,0,3,0
46,1,1,0,0,2749,1,0,9,332,1,0,3,0
33,9,1,1,0,133,0,0,8,218,1,0,3,1
32,1,2,1,0,1721,1,0,8,650,2,0,3,0
54,4,0,2,0,2171,1,1,9,1034,1,0,3,1
37,7,1,1,0,4760,1,0,8,182,2,2,0,0
32,9,2,1,0,2979,0,0,8,156,1,0,3,0
43,4,1,2,0,690,1,0,1,171,3,0,3,0
50,1,0,1,0,203,1,0,9,265,1,4,1,0
34,1,1,1,0,322,1,0,0,10,3,0,3,0
31,0,0,1,0,1210,0,0,5,350,1,0,3,0
43,6,1,1,0,634,1,0,9,65,1,1,0,0
49,2,1,1,0,273,0,0,5,58,1,0,3,0
22,8,2,3,0,47,0,0,5,69,3,0,3,0
35,4,1,2,0,1100,0,1,4,127,2,0,3,0
56,0,1,1,0,0,1,0,9,154,2,0,3,0
53,1,1,1,0,0,0,0,5,36,4,0,3,0
54,2,1,2,0,1544,0,1,3,85,7,3,0,0
32,7,2,3,0,6145,1,0,8,362,1,13,0,0
41,6,1,1,0,28,1,0,8,49,1,0,3,0
40,1,1,1,0,1012,1,0,8,410,1,0,3,0
33,1,1,0,0,245,1,1,8,253,3,0,3,0
33,4,2,2,0,1998,0,0,9,570,1,0,3,0
34,1,1,1,0,3990,1,0,5,633,7,0,3,0
36,7,1,1,0,1328,1,0,6,82,4,0,3,0
34,2,1,2,0,412,1,1,5,164,1,0,3,0
55,4,1,0,0,229,0,1,6,175,3,0,3,0
28,8,2,2,0,1562,0,0,3,659,4,0,3,1
29,0,2,1,0,3432,1,0,0,139,2,0,3,0
31,0,2,1,0,144,1,0,5,43,11,0,3,0
52,4,1,2,0,1339,1,0,1,343,5,0,3,0
54,7,1,3,0,386,0,1,9,74,1,1,2,0
43,1,1,0,0,7727,1,0,8,302,8,0,3,0
55,2,1,1,0,204,0,0,5,455,13,0,3,0
28,1,0,3,0,101,1,0,8,126,4,0,3,0
45,10,0,1,0,728,1,1,9,107,1,0,3,0
45,2,1,0,0,2418,1,0,8,120,1,0,3,0
51,4,1,2,0,2934,1,0,9,727,4,0,3,0
42,9,2,1,0,0,1,0,8,275,4,0,3,0
43,11,2,3,0,181,0,0,4,41,1,0,3,0
34,4,1,2,0,176,0,0,1,61,4,0,3,0
36,1,1,0,0,49,1,0,8,232,2,5,1,0
37,1,1,1,0,2023,1,0,5,214,1,0,3,0
50,1,1,1,0,372,1,0,8,21,1,0,3,0
42,4,0,3,0,7702,0,0,3,138,2,0,3,1
34,1,2,0,0,464,1,0,8,173,1,2,1,0
48,4,1,1,0,117,1,0,0,635,1,0,3,0
47,0,1,1,0,104,1,1,5,77,2,0,3,0
40,4,1,2,0,1041,1,0,6,73,1,0,3,0
37,4,1,2,0,539,0,0,4,540,2,3,0,0
38,1,1,0,0,0,1,0,6,179,2,0,3,0
29,9,2,2,0,406,1,0,5,119,1,0,3,0
46,1,1,0,0,2558,1,0,9,107,1,1,1,0
26,1,1,1,0,484,1,0,8,48,2,0,3,0
30,7,2,2,0,3516,1,0,8,447,4,0,3,0
42,1,1,1,0,5639,1,0,5,430,2,0,3,0
42,4,2,2,0,100,0,0,1,64,2,0,3,0
31,0,2,1,0,1306,1,0,8,217,5,0,3,0
37,4,2,2,0,815,1,0,8,77,1,0,3,0
26,1,1,1,0,245,1,0,8,16,11,0,3,0
54,1,1,3,0,191,0,0,1,753,2,0,3,0
70,5,1,1,0,2815,0,0,0,125,2,1,0,0
29,6,2,1,0,3672,1,1,8,1210,1,0,3,0
50,7,1,1,0,1572,1,0,5,185,1,0,3,0
60,10,0,1,0,385,1,0,3,80,1,0,3,0
32,9,2,1,0,29,0,0,1,156,2,0,3,0
32,9,1,1,0,84,0,1,5,403,3,0,3,0
34,6,2,2,0,876,1,0,9,145,2,0,3,0
48,7,2,0,0,1499,1,0,8,17,7,0,3,0
25,8,1,2,0,0,1,0,5,160,1,0,3,0
32,4,1,1,0,6217,1,1,9,486,2,2,0,0
32,1,1,0,0,329,1,0,3,321,1,0,3,0
47,0,0,1,0,162,1,0,8,203,4,0,3,0
32,9,1,3,0,14533,0,0,2,646,3,2,2,0
49,4,2,2,0,151,1,0,5,97,3,0,3,1
53,7,1,1,0,-2,1,1,0,144,2,0,3,0
41,1,2,3,0,4684,0,0,6,30,6,0,3,0
47,4,0,2,0,1149,0,1,5,82,2,0,3,0
35,1,1,0,0,11,1,0,8,326,4,0,3,0
33,4,2,1,0,8004,0,0,9,414,3,0,3,0
49,1,1,0,0,1019,1,0,0,285,5,0,3,0
46,4,0,2,0,1297,0,0,1,716,3,0,3,1
29,4,0,2,0,415,1,1,8,449,4,0,3,0
58,6,1,0,0,671,1,0,6,16,3,0,3,0
40,0,2,1,0,2378,1,0,6,65,1,0,3,0
34,4,1,2,0,417,1,0,9,138,1,0,3,0
60,5,1,0,0,71,0,0,5,121,3,0,3,0
43,4,1,2,0,1188,0,0,8,140,2,0,3,0
50,1,1,0,0,8139,1,0,1,256,6,0,3,0
33,1,1,1,0,249,1,0,5,61,4,0,3,0
37,1,1,0,0,689,1,0,5,367,2,0,3,0
55,6,1,1,0,203,1,0,8,9,5,12,1,0
45,1,2,0,1,-183,0,1,5,395,4,0,3,0
47,1,1,0,0,3451,0,1,9,125,2,0,3,0
58,9,1,1,0,116,0,0,6,580,3,0,3,0
36,7,1,1,0,1746,1,0,0,15,1,1,0,0
55,9,1,1,0,0,1,0,8,119,2,0,3,0
31,1,1,1,0,897,1,0,8,26,2,0,3,0
38,9,1,1,0,821,1,1,9,224,2,1,0,0
42,1,1,1,0,130,1,0,8,285,1,0,3,0
32,4,0,2,0,1,1,0,8,399,4,0,3,0
39,1,1,1,0,8,0,0,5,88,3,0,3,0
41,9,1,1,0,55,1,0,1,185,4,0,3,0
59,1,1,0,0,699,0,0,4,98,1,6,0,0
42,10,0,1,0,759,0,0,4,97,1,3,0,0
33,1,1,1,0,687,1,0,8,72,2,1,0,0
53,5,1,1,0,4968,0,0,8,109,1,2,0,0
43,1,1,0,0,1211,1,0,8,208,3,0,3,0
39,6,2,2,0,426,0,0,6,1029,1,0,3,1
27,2,2,1,0,376,1,1,8,273,1,0,3,0
39,4,1,2,0,12,1,0,8,130,1,0,3,0
27,1,2,1,0,23,0,0,3,590,2,0,3,0
33,0,1,1,0,353,1,0,9,107,2,0,3,0
29,7,0,1,0,330,1,0,8,88,2,0,3,0
33,4,0,2,0,0,0,0,1,305,2,0,3,0
41,2,1,1,0,353,0,0,9,90,2,0,3,0
38,9,2,2,0,2273,1,0,0,222,1,0,3,0
30,4,1,2,0,0,1,0,5,127,1,0,3,0
58,10,1,2,0,744,0,0,4,38,1,0,3,0
37,7,2,1,0,608,0,0,8,380,3,0,3,0
36,0,0,1,0,356,1,0,0,244,3,1,0,0
45,1,1,0,0,1291,1,0,1,189,17,0,3,0
23,9,2,1,0,-306,1,0,6,217,2,0,3,0
53,1,1,0,0,306,0,0,5,388,3,1,2,1
44,1,1,0,0,-312,1,0,6,22,3,0,3,0
32,9,2,1,0,493,0,0,1,289,2,0,3,0
32,4,1,2,0,71,1,0,5,221,8,0,3,0
38,0,1,2,0,669,1,1,5,129,2,0,3,0
47,1,1,0,0,556,1,0,3,147,2,4,1,0
34,7,2,1,0,84,1,0,8,299,1,0,3,0
52,7,1,1,0,108,1,0,8,543,12,0,3,0
45,0,2,1,0,-11,1,0,8,247,1,0,3,0
50,1,1,0,0,1164,1,0,8,166,2,0,3,0
52,1,0,0,0,-191,1,0,8,755,1,0,3,1
37,1,1,1,0,132,0,0,8,336,2,0,3,0
51,1,1,1,0,2237,1,0,8,619,1,0,3,0
32,4,1,2,0,4761,1,0,8,159,2,2,0,0
33,1,1,1,0,-346,1,1,8,29,3,0,3,0
28,10,1,1,0,655,1,0,6,606,2,0,3,0
66,4,1,2,0,1048,1,0,6,971,2,0,3,0
31,7,2,1,0,0,1,0,8,231,2,0,3,0
35,1,1,0,0,624,1,0,8,163,1,0,3,0
47,7,2,3,0,1784,0,0,10,385,2,0,3,1
36,0,2,1,0,1281,0,0,5,119,2,0,3,0
32,9,2,2,0,569,0,1,4,348,1,0,3,0
34,1,1,0,0,1666,1,0,7,30,1,0,3,0
40,0,1,1,0,168,1,0,8,249,2,1,0,0
33,6,1,2,0,263,0,0,8,119,2,0,3,0
39,1,1,1,0,-405,1,0,8,177,1,0,3,0
38,6,1,1,0,279,1,0,8,110,5,0,3,0
32,9,2,1,0,0,0,0,1,594,4,0,3,1
65,11,1,3,0,300,0,0,4,105,1,0,3,0
34,10,2,2,0,415,0,0,1,123,1,0,3,0
34,0,2,0,0,0,1,1,8,172,4,0,3,0
42,1,2,0,0,1322,1,1,5,178,1,0,3,0
31,7,1,1,0,1062,1,1,0,230,1,0,3,0
47,9,1,1,0,302,1,0,6,89,3,0,3,0
44,9,0,1,0,809,1,0,8,118,4,0,3,0
38,3,1,1,0,-278,1,0,5,143,2,0,3,0
28,4,2,2,0,3238,1,0,8,7,1,0,3,0
46,0,2,1,0,751,1,0,8,104,2,0,3,0
51,1,0,0,0,-28,0,1,5,220,2,0,3,0
42,4,0,2,0,0,0,0,6,85,2,0,3,0
37,9,2,1,0,2442,0,0,3,91,3,0,3,1
58,10,1,2,0,1798,1,0,3,19,8,0,3,0
43,0,1,1,0,132,0,0,1,574,1,3,2,1
36,4,2,2,0,260,1,0,8,49,1,0,3,0
34,1,1,1,0,7,1,1,3,171,2,2,1,0
31,4,2,2,0,3283,0,0,3,258,1,1,0,1
49,9,1,3,0,323,1,0,9,41,2,0,3,0
54,4,1,2,0,2960,1,0,9,83,1,0,3,0
29,10,2,1,0,486,0,0,0,95,1,0,3,0
51,5,0,1,0,343,1,0,8,78,2,0,3,0
40,10,0,1,0,507,1,0,3,134,1,7,0,0
35,4,2,2,0,5958,1,0,7,215,1,0,3,1
25,8,2,1,0,304,0,0,8,226,2,0,3,1
32,1,2,1,0,118,1,0,5,1275,1,0,3,1
30,6,1,1,0,123,0,1,5,66,1,5,1,0
38,4,1,2,0,76,1,0,5,196,3,0,3,0
46,0,1,1,0,70,1,0,7,229,2,0,3,1
43,10,1,0,0,960,1,1,8,241,2,0,3,0
32,9,2,2,0,2185,0,0,9,354,2,0,3,0
29,1,2,1,0,309,1,0,8,471,3,0,3,0
56,1,1,1,0,2190,0,1,4,90,2,1,0,0
57,9,1,0,0,0,0,0,6,58,8,0,3,0
38,0,1,1,0,3732,1,0,8,379,2,0,3,0
51,9,1,0,0,1550,0,0,6,12,5,0,3,0
35,0,2,2,0,62,0,1,0,67,1,0,3,0
37,1,1,0,0,704,0,0,6,165,7,0,3,0
48,4,1,1,0,4415,1,0,0,1032,3,7,0,1
30,1,2,1,1,4,1,0,8,84,3,0,3,0
60,5,1,1,0,262,0,0,1,393,4,0,3,0
56,4,1,1,0,238,1,0,9,808,1,0,3,0
45,1,1,0,0,97,1,0,8,923,3,0,3,0
38,9,0,1,0,410,0,0,1,63,6,0,3,0
20,8,2,1,0,1191,0,0,3,274,1,0,3,0
59,5,1,0,0,-47,1,0,1,84,4,0,3,0
34,9,1,2,0,197,0,0,1,78,3,0,3,1
36,1,1,3,0,6,0,0,6,41,7,0,3,0
53,0,2,1,0,2398,1,0,1,317,1,2,0,1
51,4,1,2,0,630,1,0,8,138,1,0,3,0
58,5,1,1,0,235,0,0,1,88,4,0,3,0
48,4,1,0,0,1910,1,0,8,413,2,0,3,0
56,4,1,2,0,3172,1,0,3,139,1,0,3,0
51,1,1,0,0,872,0,0,1,82,2,0,3,0
35,1,1,1,0,407,1,0,0,12,6,0,3,0
40,0,2,1,0,100,1,0,1,221,1,1,2,1
59,3,1,1,0,345,0,0,6,38,1,0,3,0
44,4,0,2,0,2058,0,1,9,661,1,0,3,0
49,3,1,0,0,889,0,0,5,388,1,0,3,1
35,0,1,2,0,0,1,0,5,151,7,0,3,0
41,4,1,2,0,51,0,0,1,140,8,0,3,0
55,5,1,0,0,150,0,0,5,124,1,0,3,0
51,6,1,1,1,34,0,1,5,200,1,0,3,0
27,7,2,1,0,795,0,0,3,101,3,0,3,0
57,1,1,0,0,282,0,1,5,261,12,0,3,0
51,4,2,2,0,2139,0,0,9,176,2,0,3,0
38,4,1,2,0,-469,1,0,6,209,12,0,3,0
49,0,1,1,0,197,1,0,0,223,1,2,0,1
40,9,2,2,0,825,1,0,0,38,1,1,1,0
47,3,2,2,0,3232,0,0,10,541,1,3,0,0
48,4,0,1,0,1598,1,0,8,84,1,0,3,0
47,7,1,2,0,871,0,0,1,602,9,0,3,0
56,7,1,1,0,83,0,0,1,26,11,0,3,0
29,4,2,2,0,1445,0,0,0,328,2,2,2,1
38,9,1,1,0,226,1,0,8,762,3,0,3,1
32,4,1,2,0,-55,1,0,1,107,4,0,3,0
42,0,2,1,0,243,1,0,8,46,5,0,3,0
30,1,1,0,0,-336,0,0,5,128,6,0,3,0
26,0,2,2,0,3672,1,0,8,360,5,0,3,0
35,9,1,1,0,0,1,0,9,524,1,5,2,1
35,9,1,1,0,251,1,1,5,128,3,0,3,0
35,6,2,2,0,44,0,0,11,310,2,2,1,0
57,1,1,1,0,2887,0,0,1,819,10,0,3,1
29,0,2,1,0,1992,0,0,5,202,1,2,0,0
32,1,2,1,0,2,0,0,8,144,2,0,3,0
45,9,1,1,0,1415,1,0,5,311,1,0,3,0
51,4,2,2,0,297,1,0,8,415,4,1,0,1
31,9,2,1,0,1094,1,0,6,93,8,0,3,0
50,6,1,3,0,-84,1,0,8,101,1,0,3,0
38,1,2,1,0,-1,1,0,8,72,1,0,3,0
37,4,1,2,0,347,1,0,5,282,1,0,3,0
35,4,1,2,0,1253,1,0,8,210,2,0,3,0
37,10,1,3,0,4565,0,0,11,369,1,0,3,0
28,4,2,2,0,781,0,0,0,125,6,0,3,0
38,4,1,2,0,7124,0,0,6,301,6,0,3,0
43,4,1,1,0,17555,0,0,1,14,14,0,3,0
43,4,1,3,0,5172,1,0,8,57,3,0,3,0
56,4,1,2,0,15520,0,0,9,420,1,0,3,0
32,9,2,2,0,13711,1,0,8,638,1,3,2,0
58,4,0,2,0,1533,0,0,8,137,2,0,3,0
47,4,1,2,0,286,0,0,1,557,7,0,3,0
31,1,2,1,0,-219,1,0,8,66,2,0,3,0
38,4,1,2,0,0,1,0,8,206,1,0,3,0
50,1,1,1,0,810,1,0,8,19,14,0,3,0
32,1,1,1,0,300,0,0,3,166,2,0,3,0
37,7,2,1,0,1175,1,0,8,102,1,2,0,0
39,4,1,2,0,0,1,0,6,46,2,0,3,0
40,7,1,1,0,113,1,0,6,126,1,0,3,0
41,1,1,1,0,641,1,0,8,161,1,0,3,0
45,9,1,1,0,1477,1,0,5,355,1,0,3,0
31,0,1,1,0,0,1,0,8,40,2,0,3,0
54,7,1,0,0,8,1,0,8,143,1,0,3,0
39,0,0,1,0,399,1,1,1,133,2,0,3,0
56,0,0,1,1,-435,1,1,8,185,2,0,3,0
35,0,2,1,0,2830,0,0,6,22,12,0,3,0
34,4,1,1,0,15,0,0,1,184,7,0,3,0
31,9,2,1,0,125,0,0,1,78,2,0,3,0
38,9,1,2,0,45,0,0,5,125,4,0,3,0
41,9,1,2,0,13,0,0,6,189,2,0,3,0
44,2,1,2,0,0,1,0,5,300,1,0,3,0
49,1,1,1,0,579,1,0,8,396,1,0,3,0
30,7,2,1,0,432,1,0,8,340,3,0,3,0
31,7,2,1,0,1987,1,0,9,55,2,0,3,0
34,4,1,1,0,857,1,0,1,238,6,0,3,0
70,5,1,2,0,15834,0,0,0,172,3,1,0,0
45,4,1,2,0,3370,0,0,6,36,3,0,3,0
31,4,1,2,0,6290,0,0,9,303,2,0,3,0
57,0,1,1,0,808,0,0,5,417,3,0,3,0
40,7,1,3,0,4075,1,0,6,162,3,0,3,0
28,1,1,1,0,373,1,0,8,10,9,1,0,0
44,0,2,1,0,-101,1,0,5,99,1,0,3,0
49,7,0,1,0,3250,0,0,6,32,3,0,3,0
46,4,1,2,0,1375,1,0,9,308,3,0,3,0
34,4,1,2,0,180,0,0,6,298,3,0,3,0
58,9,1,1,0,175,0,0,1,92,4,0,3,0
52,7,1,1,0,381,0,1,1,288,12,0,3,0
27,1,1,1,0,2171,1,0,0,130,1,1,1,0
48,9,1,1,0,340,1,0,4,255,2,0,3,0
33,9,0,1,1,10,1,1,9,167,5,0,3,0
46,0,1,1,0,4958,1,0,9,64,3,5,1,0
51,3,1,3,0,21244,0,1,1,166,2,0,3,0
31,4,1,2,0,156,0,0,1,657,7,0,3,1
35,9,0,1,0,473,1,1,8,434,4,0,3,0
37,0,2,1,0,781,0,0,1,75,1,0,3,0
60,2,1,0,0,0,0,0,5,40,1,0,3,0
40,9,1,1,0,1819,0,0,6,398,2,0,3,0
50,4,1,2,0,4374,1,0,9,163,2,3,0,0
34,2,1,1,0,456,1,1,1,137,8,0,3,0
32,9,1,1,0,253,1,0,6,257,3,0,3,0
36,7,2,1,0,774,1,0,3,231,2,1,0,0
32,0,2,2,0,-59,0,1,5,192,1,0,3,0
40,7,0,1,0,-81,0,1,5,186,1,0,3,0
37,1,1,0,0,0,1,0,8,226,1,3,1,0
57,4,1,2,0,0,1,0,9,67,1,0,3,0
46,4,1,2,0,-3,0,0,1,205,2,0,3,0
31,1,2,0,0,2488,1,0,0,14,1,0,3,0
39,9,0,2,1,3,0,0,8,488,1,0,3,1
35,4,1,1,0,839,1,0,8,50,3,0,3,0
32,1,1,0,0,103,0,0,5,312,1,0,3,0
44,9,0,1,0,316,1,0,5,163,3,0,3,0
41,9,2,1,0,1680,1,0,6,76,2,0,3,0
59,5,0,0,0,7179,0,0,3,150,1,0,3,0
39,7,1,1,0,247,1,0,0,244,2,0,3,0
54,4,1,2,0,8295,0,0,6,207,1,0,3,1
27,7,2,1,0,261,1,1,8,113,1,0,3,0
51,6,1,1,0,95,1,0,5,1309,4,0,3,1
33,9,2,1,0,291,0,0,1,72,6,0,3,0
38,1,1,0,0,2240,1,0,9,551,1,1,0,0
52,2,1,2,0,0,0,0,6,163,3,0,3,0
54,4,0,2,0,1295,1,0,5,179,10,0,3,0
33,1,1,0,0,324,1,0,8,217,2,0,3,0
50,9,1,1,0,669,1,0,6,88,1,0,3,0
39,1,2,1,0,4143,1,1,6,21,1,0,3,0
34,4,2,2,0,2646,0,0,0,142,1,0,3,1
41,9,2,1,0,618,0,0,3,1056,1,0,3,0
48,4,0,2,0,541,1,0,8,72,1,2,1,0
38,7,1,1,0,434,1,0,8,411,1,0,3,0
34,1,1,1,0,622,1,0,8,145,1,0,3,0
32,1,1,1,0,0,1,0,8,80,2,0,3,0
48,4,1,1,0,99,1,0,8,344,1,0,3,0
28,7,2,1,0,290,1,0,8,128,1,0,3,0
47,1,1,1,0,1230,1,0,0,412,1,1,2,1
32,0,2,1,0,45,1,1,8,908,3,7,1,0
32,0,1,1,0,923,1,0,0,819,4,0,3,0
38,4,1,2,0,950,0,0,1,210,2,0,3,0
86,5,1,1,0,1503,0,0,7,165,3,1,1,0
47,9,1,1,0,65,0,0,1,118,8,0,3,0
42,4,1,0,0,-679,1,1,8,159,1,2,0,0
44,4,1,2,0,773,0,1,5,618,1,0,3,0
25,8,2,3,0,10788,0,0,2,102,2,2,1,0
34,7,0,1,0,991,1,0,8,89,1,1,0,0
34,0,1,1,0,247,0,0,10,401,2,0,3,1
53,1,1,0,0,4143,0,0,5,200,3,0,3,0
42,1,1,3,0,-406,1,0,5,152,5,0,3,0
30,1,2,1,0,180,0,0,5,203,1,2,0,0
26,1,2,0,0,-887,1,0,8,827,2,0,3,1
40,7,1,1,0,4157,1,0,8,735,1,0,3,0
34,9,2,1,0,1386,1,1,8,185,6,0,3,0
34,7,1,1,0,2211,0,0,8,149,1,0,3,0
40,4,1,2,0,-495,0,1,5,303,2,0,3,0
36,4,1,2,0,27359,1,0,6,71,2,0,3,0
34,9,2,1,0,440,1,0,8,445,2,2,0,0
32,1,2,1,0,135,1,0,8,232,2,0,3,0
39,9,1,1,0,-735,1,0,4,144,5,2,0,0
36,9,1,2,0,60,0,0,1,209,2,0,3,0
39,9,0,1,0,902,1,0,3,691,2,5,0,1
33,4,1,3,0,18347,1,0,8,415,1,0,3,0
34,1,2,1,0,-72,1,0,5,273,5,0,3,0
42,4,1,2,0,1205,0,0,11,376,2,0,3,1
46,9,1,1,0,499,1,0,5,37,10,0,3,0
32,4,2,2,0,656,1,1,0,148,2,0,3,0
27,7,1,1,0,100,0,0,5,57,2,0,3,0
35,9,0,1,0,69,1,0,8,461,3,0,3,0
53,9,1,3,0,619,0,0,6,198,6,0,3,0
29,7,2,1,0,192,0,0,4,327,4,0,3,0
35,4,2,2,0,0,0,0,1,669,6,0,3,0
49,4,1,2,0,87,0,0,4,165,1,0,3,0
58,4,1,2,0,3228,0,0,1,58,2,0,3,0
40,4,2,2,0,1361,0,0,4,1473,1,0,3,1
19,8,2,3,0,0,0,0,3,123,3,0,3,0
30,8,2,2,0,34,1,0,8,289,1,0,3,0
34,9,2,1,0,318,0,1,5,239,5,0,3,0
60,5,1,1,0,197,0,0,10,1386,1,0,3,0
28,8,2,2,0,0,0,0,11,294,2,7,1,1
46,4,1,2,0,273,1,0,7,910,2,4,2,1
49,1,0,0,0,15,1,0,8,550,7,0,3,0
59,4,0,2,0,7813,1,0,9,75,1,0,3,0
44,9,2,1,0,-27,1,1,8,100,3,0,3,0
33,9,1,2,0,75,0,0,5,204,4,0,3,0
54,5,1,1,0,1139,1,0,8,155,1,7,0,0
26,1,1,1,0,115,1,0,5,46,3,0,3,0
54,1,1,1,0,0,0,0,0,1366,1,1,0,0
48,3,1,0,0,7195,0,0,9,609,2,0,3,1
30,7,2,2,0,-477,0,1,1,1532,2,0,3,1
29,4,2,2,0,1026,0,0,9,226,1,1,1,1
51,2,1,2,0,3921,1,0,8,168,1,0,3,0
53,10,1,0,0,980,1,0,2,352,1,0,3,1
43,1,1,1,0,-179,1,0,5,335,6,0,3,0
34,0,1,2,0,2552,1,1,11,74,1,0,3,0
40,2,1,2,0,1729,1,0,8,85,1,0,3,0
43,9,1,1,0,434,1,0,8,117,1,0,3,0
33,0,2,1,0,-300,1,1,5,184,1,0,3,0
66,5,1,1,0,4785,0,0,1,72,3,0,3,0
44,9,0,1,0,-329,1,0,8,171,1,0,3,0
33,7,1,1,0,0,1,0,5,44,8,0,3,0
31,9,2,1,0,391,0,0,1,336,2,0,3,0
71,5,1,0,0,4657,0,0,3,93,5,0,3,1
22,8,2,0,0,3472,0,0,10,332,1,3,0,1
46,10,2,2,0,705,0,0,3,398,1,0,3,0
32,7,1,1,0,255,1,1,8,86,2,0,3,0
45,1,1,1,0,4365,0,1,3,45,2,0,3,0
32,4,1,1,0,350,1,0,8,110,2,0,3,0
49,1,1,0,0,474,1,1,3,152,3,1,0,0
27,9,2,1,0,489,1,0,5,356,4,0,3,1
46,2,1,1,0,757,0,0,6,382,3,0,3,0
37,4,2,2,0,695,0,0,4,233,1,0,3,0
30,10,2,1,1,-770,1,0,8,87,1,0,3,0
44,6,0,1,0,80,1,1,8,387,2,0,3,0
45,9,1,1,0,315,1,0,6,103,1,0,3,0
27,8,2,1,0,213,0,0,7,378,1,0,3,1
57,3,1,0,0,0,0,0,6,257,2,0,3,0
66,4,1,2,0,2169,0,0,5,282,1,0,3,0
40,0,0,1,0,212,0,0,4,176,1,0,3,0
48,1,1,1,0,333,1,0,8,24,6,0,3,0
33,1,2,1,0,4404,1,0,9,766,3,0,3,0
42,7,0,1,0,257,1,0,8,955,2,0,3,1
47,10,1,1,0,3188,1,0,3,426,3,0,3,0
27,9,2,2,0,3083,1,0,8,244,2,0,3,0
78,5,1,2,0,226,0,0,9,136,1,0,3,0
50,7,1,0,0,1260,0,0,9,172,1,0,3,0
46,2,2,2,0,1410,1,0,9,93,1,8,0,0
41,0,0,1,0,6046,1,1,7,300,6,2,2,1
36,0,2,2,0,980,0,0,9,118,4,7,0,0
49,5,1,0,0,-37,0,0,5,191,2,0,3,0
46,4,0,2,0,-154,1,1,8,107,2,0,3,0
77,5,1,0,0,680,0,0,3,513,2,7,0,0
30,9,2,2,0,799,1,1,6,91,18,0,3,0
43,4,2,1,1,-1164,1,1,5,76,4,0,3,0
